id,action,actionLastChangedAt,batchID,batchIDLastChangedAt,condition,conditionLastChangedAt,context,contextLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,question,questionLastChangedAt,scenario,scenarioLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01K2QAYF4CPERQ9GH2FG9MKNR3,"Julia is a businesswoman. She spent all day out of town negotiating important contracts. After a long day of work, Julia sits at one of the benches at the train station to wait for the train home. While waiting, she falls asleep for about 5 minutes, before waking up to the sound of an incoming train.",2025-08-15T13:02:56.652673-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.652673-04:00,overinclusion,2025-08-15T13:02:56.652673-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:02:56.652673-04:00,true,2025-08-15T13:03:03.559697-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.652673-04:00,5,2025-08-15T13:02:56.652673-04:00,4,2025-08-15T13:02:56.652673-04:00,Did Julia break the rule?,2025-08-15T13:02:56.652673-04:00,sleep,2025-08-15T13:02:56.652673-04:00,1,2025-08-15T13:02:56.710282-04:00,true,2025-08-15T13:03:02.209334-04:00
01K2QB9FCAX9R3PNMVRGF54542,"Robert is a homeless person. As the streets are cold and uncomfortable, he goes to the train station, lies down in one of the benches, where he sleeps soundly throughout the night.",2025-08-15T13:08:57.354631-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.354631-04:00,violation,2025-08-15T13:08:57.354631-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:08:57.354631-04:00,true,2025-08-15T13:09:24.727103-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.354631-04:00,6,2025-08-15T13:08:57.354631-04:00,5,2025-08-15T13:08:57.354631-04:00,Did Robert break the rule?,2025-08-15T13:08:57.354631-04:00,sleep,2025-08-15T13:08:57.354631-04:00,1,2025-08-15T13:08:57.424417-04:00,true,2025-08-15T13:09:19.428365-04:00
01K2QAZ5TAP149MKMFS328P6VM,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:03:19.882045-04:00,01K2QAWQJD5D6BKAZVS6RTNAR3,2025-08-15T13:03:19.882045-04:00,overinclusion,2025-08-15T13:03:19.882045-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:03:19.882045-04:00,true,2025-08-15T13:03:30.666128-04:00,01K2QAWQJXX669KX4WQBJPYGMV,2025-08-15T13:03:19.882045-04:00,8,2025-08-15T13:03:19.882045-04:00,7,2025-08-15T13:03:19.882045-04:00,Did April break the rule?,2025-08-15T13:03:19.882045-04:00,classroom,2025-08-15T13:03:19.882045-04:00,1,2025-08-15T13:03:19.959484-04:00,true,2025-08-15T13:03:28.957988-04:00
01K2QAZWVEX3JSJC3TR95B2NYP,"Joan has no interest in math class, so she decides to groom herself instead. She takes a nail clipper and file from her purse and begins to cut and file her fingernails, allowing the clippings to fall onto the classroom floor.",2025-08-15T13:03:43.470968-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.470968-04:00,underinclusion,2025-08-15T13:03:43.470968-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:03:43.470968-04:00,true,2025-08-15T13:03:51.712988-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.470968-04:00,8,2025-08-15T13:03:43.470968-04:00,7,2025-08-15T13:03:43.470968-04:00,Did Joan break the rule?,2025-08-15T13:03:43.470968-04:00,classroom,2025-08-15T13:03:43.470968-04:00,1,2025-08-15T13:03:43.547034-04:00,true,2025-08-15T13:03:50.788444-04:00
01K2QB2P3TJ56X353X3AEN7XPY,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:05:14.874457-04:00,01K2QB0RESFNZQAXX6FAGX5BNW,2025-08-15T13:05:14.874457-04:00,overinclusion,2025-08-15T13:05:14.874457-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:05:14.874457-04:00,true,2025-08-15T13:05:28.298092-04:00,01K2QB0RFAJQPEC2FMKQCB556M,2025-08-15T13:05:14.874457-04:00,3,2025-08-15T13:05:14.874457-04:00,2,2025-08-15T13:05:14.874457-04:00,Did April break the rule?,2025-08-15T13:05:14.874457-04:00,classroom,2025-08-15T13:05:14.874457-04:00,1,2025-08-15T13:05:14.914107-04:00,true,2025-08-15T13:05:25.268973-04:00
01K2QB4YFA5C7RC7PPN7B5KAQB,"Lucy goes for a walk on the paths of the Aurontown National Park. After exiting the park, she finds a native shrub growing on the edge of a parking lot, and rips a branch off.",2025-08-15T13:06:28.970127-04:00,01K2QB1FMGQTR04DSF89JKEWNV,2025-08-15T13:06:28.970127-04:00,underinclusion,2025-08-15T13:06:28.970127-04:00,"As a result of changing weather, the native flora in Aurontown is disappearing. The environmental committee has initiated a reforestation project to replant native shrubs in the Aurontown National Park, which will gradually restore the regional flora. So people will not damage the native shrubs, park authorities have laid a fence around the reforestation site, and posted signs that say: “No park visitors beyond this point”.",2025-08-15T13:06:28.970127-04:00,true,2025-08-15T13:06:49.887112-04:00,01K2QB1FN0RTA59BMSCCQHNFDR,2025-08-15T13:06:28.970127-04:00,4,2025-08-15T13:06:28.970127-04:00,3,2025-08-15T13:06:28.970127-04:00,Did Lucy break the rule?,2025-08-15T13:06:28.970127-04:00,environment,2025-08-15T13:06:28.970127-04:00,1,2025-08-15T13:06:29.017584-04:00,true,2025-08-15T13:06:44.886249-04:00
01K2QB75VTCM0AVVEPFKGYG7ZX,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:07:42.074402-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.074402-04:00,overinclusion,2025-08-15T13:07:42.074402-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:07:42.074402-04:00,true,2025-08-15T13:07:55.088623-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.074402-04:00,3,2025-08-15T13:07:42.074402-04:00,2,2025-08-15T13:07:42.074402-04:00,Did April break the rule?,2025-08-15T13:07:42.074402-04:00,classroom,2025-08-15T13:07:42.074402-04:00,1,2025-08-15T13:07:42.115071-04:00,true,2025-08-15T13:07:50.595855-04:00
01K2QAX7VT7HRDQR7XJQAJ4XP2,The city's championship-winning team parades in a big limo inside the park to celebrate the title. The limo proceeds very slowly and police scouts on the ground ensure no parkgoer gets too close.,2025-08-15T13:02:16.442922-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.442922-04:00,overinclusion,2025-08-15T13:02:16.442922-04:00,"One day at the local park, there was a tragic accident involving a pedestrian and a car. Aiming to avoid accidents that could endanger parkgoers or jeopardize their physical integrity, the park administrators established a rule that: “No cars are allowed inside the park”.",2025-08-15T13:02:16.442922-04:00,true,2025-08-15T13:02:30.938777-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.442922-04:00,3,2025-08-15T13:02:16.442922-04:00,2,2025-08-15T13:02:16.442922-04:00,Did the team break the rule?,2025-08-15T13:02:16.442922-04:00,vehicles,2025-08-15T13:02:16.442922-04:00,1,2025-08-15T13:02:16.481251-04:00,true,2025-08-15T13:02:25.911236-04:00
01K2QAX7W3CYC8VB9WRYC72DQG,"Josh arrives home at 1AM after a long work trip. He is happy, so he almost inaudibly hums a song as he unlocks his front door.",2025-08-15T13:02:16.451556-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.451556-04:00,compliance,2025-08-15T13:02:16.451556-04:00,"House parties are frequent in the college town of Greenville. The parties cause problems for Greenville residents and families, whose sleep is disturbed. To avoid nuisance to Greenville residents, the city adopted an ordinance: “No loud music past 10 PM”.",2025-08-15T13:02:16.451556-04:00,true,2025-08-15T13:02:42.270802-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.451556-04:00,8,2025-08-15T13:02:16.451556-04:00,7,2025-08-15T13:02:16.451556-04:00,Did Josh break the rule?,2025-08-15T13:02:16.451556-04:00,music,2025-08-15T13:02:16.451556-04:00,1,2025-08-15T13:02:16.526999-04:00,true,2025-08-15T13:02:40.701466-04:00
01K2QAYF4BZ996SWP4EGQEK0R5,"Ursula goes to a party where she makes use of a drug called ""ecstasy"". This drug produces changes in perception and increased physical activity. Ursula does not drink any alcohol at the party, only water. Once the party is over, Ursula gets in her car to return home still under the influence of ""ecstasy"". She is stopped by the police, but the breathalyzer test detects no alcohol.",2025-08-15T13:02:56.651996-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.651996-04:00,underinclusion,2025-08-15T13:02:56.651996-04:00,"While driving under the influence of alcohol, a young woman suffered a car accident that ended her life. In order to avoid future accidents, Congress established a law: ""If a police-administered breathalyzer test detects any trace of alcohol, the driver’s vehicle will be seized and the driver subject to imprisonment.""",2025-08-15T13:02:56.651996-04:00,true,2025-08-15T13:03:02.194291-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.651996-04:00,4,2025-08-15T13:02:56.651996-04:00,3,2025-08-15T13:02:56.651996-04:00,Did Ursula break the rule?,2025-08-15T13:02:56.651996-04:00,driving,2025-08-15T13:02:56.651996-04:00,1,2025-08-15T13:02:56.70198-04:00,true,2025-08-15T13:03:01.119322-04:00
01K2QB75VVYT9294ZH94JQNY5S,"Veronica is a frequent commuter on a local train. She sits at one of the benches while excitingly talking over the phone with one of her best friends. Before the call is over, her train arrives at the station and she gets onboard.",2025-08-15T13:07:42.075429-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.075429-04:00,compliance,2025-08-15T13:07:42.075429-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:07:42.075429-04:00,true,2025-08-15T13:07:59.205826-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.075429-04:00,4,2025-08-15T13:07:42.075429-04:00,3,2025-08-15T13:07:42.075429-04:00,Did Veronica break the rule?,2025-08-15T13:07:42.075429-04:00,sleep,2025-08-15T13:07:42.075429-04:00,1,2025-08-15T13:07:42.123683-04:00,true,2025-08-15T13:07:55.104236-04:00
01K2QAYF4BZ996SWP4DM5NSQJQ,Joanna walks into the park. She takes a long and relaxing stroll observing the trees and birds.,2025-08-15T13:02:56.651252-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.651252-04:00,compliance,2025-08-15T13:02:56.651252-04:00,"One day at the local park, there was a tragic accident involving a pedestrian and a car. Aiming to avoid accidents that could endanger parkgoers or jeopardize their physical integrity, the park administrators established a rule that: “No cars are allowed inside the park”.",2025-08-15T13:02:56.651252-04:00,true,2025-08-15T13:03:05.125109-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.651252-04:00,6,2025-08-15T13:02:56.651252-04:00,5,2025-08-15T13:02:56.651252-04:00,Did Joanna break the rule?,2025-08-15T13:02:56.651252-04:00,vehicles,2025-08-15T13:02:56.651252-04:00,1,2025-08-15T13:02:56.718697-04:00,true,2025-08-15T13:03:03.573145-04:00
01K2QAZWVB65398GGTMRZW9E8V,"Robert is a homeless person. As the streets are cold and uncomfortable, he goes to the train station, lies down in one of the benches, where he sleeps soundly throughout the night.",2025-08-15T13:03:43.467364-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.467364-04:00,violation,2025-08-15T13:03:43.467364-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:03:43.467364-04:00,true,2025-08-15T13:03:46.803146-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.467364-04:00,3,2025-08-15T13:03:43.467364-04:00,2,2025-08-15T13:03:43.467364-04:00,Did Robert break the rule?,2025-08-15T13:03:43.467364-04:00,sleep,2025-08-15T13:03:43.467364-04:00,1,2025-08-15T13:03:43.504412-04:00,true,2025-08-15T13:03:45.942196-04:00
01K2QB75VXDM93DTRPWY7CW7W2,"Heather, a student at Figuria University, borrows some books from the library. To help her study, she folds several of the books' pages inward so as to easily return to them later. This creates permanent creases on the books' pages. After finishing his study, she returns the book to the library.",2025-08-15T13:07:42.077639-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.077639-04:00,underinclusion,2025-08-15T13:07:42.077639-04:00,"After noticing damage to returned library books, the Figuria University Library created the following rule: “Making notes and scribbling on library-owned books is strictly forbidden”.",2025-08-15T13:07:42.077639-04:00,true,2025-08-15T13:08:11.71501-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.077639-04:00,7,2025-08-15T13:07:42.077639-04:00,6,2025-08-15T13:07:42.077639-04:00,Did Heather break the rule?,2025-08-15T13:07:42.077639-04:00,library,2025-08-15T13:07:42.077639-04:00,1,2025-08-15T13:07:42.14883-04:00,true,2025-08-15T13:08:07.71522-04:00
01K2QB9FC6T3M5S645HEYFT0WB,Lewis drives his car to work after having breakfast and drinking water. He is stopped by the police on his way and takes a breathalyzer test that detects no traces of alcohol.,2025-08-15T13:08:57.350948-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.350948-04:00,compliance,2025-08-15T13:08:57.350948-04:00,"While driving under the influence of alcohol, a young woman suffered a car accident that ended her life. In order to avoid future accidents, Congress established a law: ""If a police-administered breathalyzer test detects any trace of alcohol, the driver’s vehicle will be seized and the driver subject to imprisonment.""",2025-08-15T13:08:57.350948-04:00,true,2025-08-15T13:09:05.93849-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.350948-04:00,2,2025-08-15T13:08:57.350948-04:00,1,2025-08-15T13:08:57.350948-04:00,Did Lewis break the rule?,2025-08-15T13:08:57.350948-04:00,driving,2025-08-15T13:08:57.350948-04:00,1,2025-08-15T13:08:57.386233-04:00,true,2025-08-15T13:09:02.796199-04:00
01K2QB9FCMS6YDSGBZ82VXTZEP,"Martha is late to a court appointment. She hops into her motorbike and heads downtown. Halfway through, she realizes that she might get there earlier by taking a shortcut through the park. She enters the park in her motorbike, cutting several minutes off her commute time.",2025-08-15T13:08:57.364072-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.364072-04:00,underinclusion,2025-08-15T13:08:57.364072-04:00,"One day at the local park, there was a tragic accident involving a pedestrian and a car. Aiming to avoid accidents that could endanger parkgoers or jeopardize their physical integrity, the park administrators established a rule that: “No cars are allowed inside the park”.",2025-08-15T13:08:57.364072-04:00,true,2025-08-15T13:09:33.147979-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.364072-04:00,8,2025-08-15T13:08:57.364072-04:00,7,2025-08-15T13:08:57.364072-04:00,Did Martha break the rule?,2025-08-15T13:08:57.364072-04:00,vehicles,2025-08-15T13:08:57.364072-04:00,1,2025-08-15T13:08:57.441871-04:00,true,2025-08-15T13:09:29.130067-04:00
01K2QAZ5T3HWDHE85N30VJBDJJ,"Andrea is late to work. While getting ready as fast as she can, Andrea uses mouthwash that contains alcohol. Despite her tardiness, Andrea drives carefully. On her way, she is stopped by the police. The breathalyzer test detects a small amount of alcohol.",2025-08-15T13:03:19.875562-04:00,01K2QAWQJD5D6BKAZVS6RTNAR3,2025-08-15T13:03:19.875562-04:00,overinclusion,2025-08-15T13:03:19.875562-04:00,"While driving under the influence of alcohol, a young woman suffered a car accident that ended her life. In order to avoid future accidents, Congress established a law: ""If a police-administered breathalyzer test detects any trace of alcohol, the driver’s vehicle will be seized and the driver subject to imprisonment.""",2025-08-15T13:03:19.875562-04:00,true,2025-08-15T13:03:25.017516-04:00,01K2QAWQJXX669KX4WQBJPYGMV,2025-08-15T13:03:19.875562-04:00,4,2025-08-15T13:03:19.875562-04:00,3,2025-08-15T13:03:19.875562-04:00,Did Andrea break the rule?,2025-08-15T13:03:19.875562-04:00,driving,2025-08-15T13:03:19.875562-04:00,1,2025-08-15T13:03:19.923625-04:00,true,2025-08-15T13:03:23.978307-04:00
01K2QAZ5T5Z1Z2BZ89FR7C5GZ5,"Carlos walks around barefoot unless footwear is strictly necessary. On a rainy day, he walks from his house to Maria’s apartment. Carlos walks into Maria’s home with his feet muddy, dirtying Maria’s carpet.",2025-08-15T13:03:19.877753-04:00,01K2QAWQJD5D6BKAZVS6RTNAR3,2025-08-15T13:03:19.877753-04:00,underinclusion,2025-08-15T13:03:19.877753-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:03:19.877753-04:00,true,2025-08-15T13:03:27.639542-04:00,01K2QAWQJXX669KX4WQBJPYGMV,2025-08-15T13:03:19.877753-04:00,6,2025-08-15T13:03:19.877753-04:00,5,2025-08-15T13:03:19.877753-04:00,Did Carlos break the rule?,2025-08-15T13:03:19.877753-04:00,shoes,2025-08-15T13:03:19.877753-04:00,1,2025-08-15T13:03:19.940826-04:00,true,2025-08-15T13:03:26.482302-04:00
01K2QAYF4A5V1DB36DVYHBTD2P,"Marcos, a student at Figuria University, borrows some books from the library. To help him study, he takes notes on the page margins. This helps Marcos make connections between important points in his assigned readings. After finishing his study, he meticulously erases all his notes, and returns the books in the same condition he borrowed them in.",2025-08-15T13:02:56.650768-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.650768-04:00,overinclusion,2025-08-15T13:02:56.650768-04:00,"After noticing damage to returned library books, the Figuria University Library created the following rule: “Making notes and scribbling on library-owned books is strictly forbidden”.",2025-08-15T13:02:56.650768-04:00,true,2025-08-15T13:03:01.097511-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.650768-04:00,3,2025-08-15T13:02:56.650768-04:00,2,2025-08-15T13:02:56.650768-04:00,Did Marcos break the rule?,2025-08-15T13:02:56.650768-04:00,library,2025-08-15T13:02:56.650768-04:00,1,2025-08-15T13:02:56.692856-04:00,true,2025-08-15T13:02:59.748061-04:00
01K2QB4YFD92KQ0GZ3N3P1ZZAC,"John just bought a brand new pair of dress shoes. In the hallway out front Maria’s apartment, he takes the shoes out of the box for the first time and puts them on. John then walks around Maria’s apartment in his pristine dress shoes.",2025-08-15T13:06:28.973435-04:00,01K2QB1FMGQTR04DSF89JKEWNV,2025-08-15T13:06:28.973435-04:00,overinclusion,2025-08-15T13:06:28.973435-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:06:28.973435-04:00,true,2025-08-15T13:06:57.573187-04:00,01K2QB1FN0RTA59BMSCCQHNFDR,2025-08-15T13:06:28.973435-04:00,6,2025-08-15T13:06:28.973435-04:00,5,2025-08-15T13:06:28.973435-04:00,Did John break the rule?,2025-08-15T13:06:28.973435-04:00,shoes,2025-08-15T13:06:28.973435-04:00,1,2025-08-15T13:06:29.033566-04:00,true,2025-08-15T13:06:54.389931-04:00
01K2QB9FC9Z6QQFM7BDQV1J4J8,"Marcos, a student at Figuria University, borrows some books from the library. To help him study, he takes notes on the page margins. This helps Marcos make connections between important points in his assigned readings. After finishing his study, he meticulously erases all his notes, and returns the books in the same condition he borrowed them in.",2025-08-15T13:08:57.353284-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.353284-04:00,overinclusion,2025-08-15T13:08:57.353284-04:00,"After noticing damage to returned library books, the Figuria University Library created the following rule: “Making notes and scribbling on library-owned books is strictly forbidden”.",2025-08-15T13:08:57.353284-04:00,true,2025-08-15T13:09:19.41326-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.353284-04:00,5,2025-08-15T13:08:57.353284-04:00,4,2025-08-15T13:08:57.353284-04:00,Did Marcos break the rule?,2025-08-15T13:08:57.353284-04:00,library,2025-08-15T13:08:57.353284-04:00,1,2025-08-15T13:08:57.415502-04:00,true,2025-08-15T13:09:14.601121-04:00
01K2QAX7VS6YPY18BEZPNCYCA9,"Heather, a student at Figuria University, borrows some books from the library. To help her study, she folds several of the books' pages inward so as to easily return to them later. This creates permanent creases on the books' pages. After finishing his study, she returns the book to the library.",2025-08-15T13:02:16.44126-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.44126-04:00,underinclusion,2025-08-15T13:02:16.44126-04:00,"After noticing damage to returned library books, the Figuria University Library created the following rule: “Making notes and scribbling on library-owned books is strictly forbidden”.",2025-08-15T13:02:16.44126-04:00,true,2025-08-15T13:02:25.898291-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.44126-04:00,2,2025-08-15T13:02:16.44126-04:00,1,2025-08-15T13:02:16.44126-04:00,Did Heather break the rule?,2025-08-15T13:02:16.44126-04:00,library,2025-08-15T13:02:16.44126-04:00,1,2025-08-15T13:02:16.473081-04:00,true,2025-08-15T13:02:24.00031-04:00
01K2QAX7VV0A5Y1T8N2QMTS5G8,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:02:16.443552-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.443552-04:00,overinclusion,2025-08-15T13:02:16.443552-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:02:16.443552-04:00,true,2025-08-15T13:02:36.70297-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.443552-04:00,5,2025-08-15T13:02:16.443552-04:00,4,2025-08-15T13:02:16.443552-04:00,Did April break the rule?,2025-08-15T13:02:16.443552-04:00,classroom,2025-08-15T13:02:16.443552-04:00,1,2025-08-15T13:02:16.499017-04:00,true,2025-08-15T13:02:34.9442-04:00
