id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JQ7CFJ5DHED2RSM86P1G6R44,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:29:14.413503-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:29:14.413503-04:00,01JQ7CB878998XK04ZGARH1FD4,2025-03-25T15:29:14.413503-04:00,01JQ7CBAHFDWMWQF8NPF9NBJWM,2025-03-25T15:29:14.413503-04:00,01JQ7CBAJJG55Y8ZNF3G8QFQ4Y,2025-03-25T15:29:14.413503-04:00,true,2025-03-25T15:29:22.809733-04:00
01JQ7CG8PTET2T4R661EZ0835F,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:29:37.498686-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:29:37.498686-04:00,01JQ7CB5KKV66CPJKXCAAKCGMZ,2025-03-25T15:29:37.498686-04:00,01JQ7CBAHJRC7V7T1XFR0QYDF7,2025-03-25T15:29:37.498686-04:00,01JQ7CBAKBAR1RQWB8KW3TRPYD,2025-03-25T15:29:37.498686-04:00,true,2025-03-25T15:29:40.326608-04:00
01JQ7CGEGEJPJBSJ14DNKKKNX5,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:29:43.438215-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:29:43.438215-04:00,01JQ7CB878998XK04ZGARH1FD4,2025-03-25T15:29:43.438215-04:00,01JQ7CBAHMKE462R5PVAM24FY7,2025-03-25T15:29:43.438215-04:00,01JQ7CBAKHEGPP0KE6R3HX67AR,2025-03-25T15:29:43.438215-04:00,true,2025-03-25T15:29:48.142667-04:00
01JQ7FVRX89QCK9QJZC1XEJXY2,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:28:20.264739-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:28:20.264739-04:00,01JQ7FTHPPEHZ4M8BMHV3Z7F8T,2025-03-25T16:28:20.264739-04:00,01JQ7FVRAK9F5GY86T5TPZ76PA,2025-03-25T16:28:20.264739-04:00,01JQ7FVRB8ZJPMFR4MKR9SE8VF,2025-03-25T16:28:20.264739-04:00,true,2025-03-25T16:29:52.141065-04:00
01JQ7FYMNYFTF0H3W6V8T3FASC,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:29:54.23862-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:29:54.23862-04:00,01JQ7FTNWNRWVJF0C71QHTPX36,2025-03-25T16:29:54.23862-04:00,01JQ7FVRANRKJDM6DZPTYV11HY,2025-03-25T16:29:54.23862-04:00,01JQ7FVRBM62DV08TSCZ6R8GQ5,2025-03-25T16:29:54.23862-04:00,,
01JQ79Y8VF1R1PGXT4FV2HFGWD,01JQ79XPF0N0KBE52WAZ8EFWQ1,2025-03-25T14:44:50.671147-04:00,01JQ79XPFX87YKRPHCRC8PANME,2025-03-25T14:44:50.671147-04:00,01JQ79Y5Z9AV7N532FHFK18J6P,2025-03-25T14:44:50.671147-04:00,01JQ79Y8NFMAQ3WSS01AKNRG97,2025-03-25T14:44:50.671147-04:00,01JQ79Y8NXKMP9K4MQ4QXW56KY,2025-03-25T14:44:50.671147-04:00,true,2025-03-25T14:44:56.06712-04:00
01JQ7CBATGV41QD6XCFA2HZ17W,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:26:55.824932-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:26:55.824932-04:00,01JQ7CB878998XK04ZGARH1FD4,2025-03-25T15:26:55.824932-04:00,01JQ7CBAHEF77CKSAEDXFFAN0D,2025-03-25T15:26:55.824932-04:00,01JQ7CBAJ13H74S133A454AXPS,2025-03-25T15:26:55.824932-04:00,,
01JQ7CF080E09AE6ZFFAQQJVZ1,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:28:56.064257-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:28:56.064257-04:00,01JQ7CB878998XK04ZGARH1FD4,2025-03-25T15:28:56.064257-04:00,01JQ7CBAHEF77CKSAEEN0BNQJ5,2025-03-25T15:28:56.064257-04:00,01JQ7CBAJA99FF9HZE5WCC6EFT,2025-03-25T15:28:56.064257-04:00,true,2025-03-25T15:29:12.255954-04:00
01JQ7G5K7CR6XJEVZ1VXER4PZP,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:33:42.124454-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:33:42.124454-04:00,01JQ7FTHPPEHZ4M8BMHV3Z7F8T,2025-03-25T16:33:42.124454-04:00,01JQ7FVRASJRWE4XZQ5G28BPB6,2025-03-25T16:33:42.124454-04:00,01JQ7FVRENCXK1BABWNAJB7DHN,2025-03-25T16:33:42.124454-04:00,true,2025-03-25T16:33:49.178208-04:00
01JQ7G5K7D6NDRPYM648HBS67E,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:33:42.1254-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:33:42.1254-04:00,01JQ7FTNWNRWVJF0C71QHTPX36,2025-03-25T16:33:42.1254-04:00,01JQ7FVRASJRWE4XZQ5G28BPB6,2025-03-25T16:33:42.1254-04:00,01JQ7FVRENCXK1BABWNAJB7DHN,2025-03-25T16:33:42.1254-04:00,true,2025-03-25T16:33:46.972871-04:00
01JQ7A13XW06GP4KB3MVK2F5SY,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:23.932876-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:23.932876-04:00,01JQ7A0X9VWHMG56DZZ6C8G0D3,2025-03-25T14:46:23.932876-04:00,01JQ7A13NKVBD44HBFJ9M67CXD,2025-03-25T14:46:23.932876-04:00,01JQ7A13P2B04G5PQBWWEZW98T,2025-03-25T14:46:23.932876-04:00,true,2025-03-25T14:46:26.473843-04:00
01JQ7BZEC5R21PWGTM010WN9XX,01JQ7BTTHVBN8JNB2D20AFDYKY,2025-03-25T15:20:26.245683-04:00,01JQ7BTTJQ4XSVZYVHZS1KYSFX,2025-03-25T15:20:26.245683-04:00,01JQ7BVNYS39EMQNCM5CF4M888,2025-03-25T15:20:26.245683-04:00,01JQ7BVRRYNY53BSQZKAF2RBJE,2025-03-25T15:20:26.245683-04:00,01JQ7BVRTJA64QRBMC4FQXV6PC,2025-03-25T15:20:26.245683-04:00,,
01JQ7CFTE5V95CWRK5G48N908X,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:29:22.885799-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:29:22.885799-04:00,01JQ7CB878998XK04ZGARH1FD4,2025-03-25T15:29:22.885799-04:00,01JQ7CBAHHYQ7YM74AZHX4BQCX,2025-03-25T15:29:22.885799-04:00,01JQ7CBAJSCRHKV68SJ0JVFFHB,2025-03-25T15:29:22.885799-04:00,true,2025-03-25T15:29:27.526012-04:00
01JQ7A1YYXQ4K5M9GTFQQ0X1A6,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:51.613664-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:51.613664-04:00,01JQ7A0X9VWHMG56DZZ6C8G0D3,2025-03-25T14:46:51.613664-04:00,01JQ7A13NTETHXTVHDETC0MDAE,2025-03-25T14:46:51.613664-04:00,01JQ7A13Q79PHY2ZRGAHGK8W5W,2025-03-25T14:46:51.613664-04:00,true,2025-03-25T14:46:53.869938-04:00
01JQ79YQM1ER2RA92D5NS8GKH1,01JQ79XPF0N0KBE52WAZ8EFWQ1,2025-03-25T14:45:05.793749-04:00,01JQ79XPFX87YKRPHCRC8PANME,2025-03-25T14:45:05.793749-04:00,01JQ79Y1F0X93MREKSK42WK57A,2025-03-25T14:45:05.793749-04:00,01JQ79Y8NHGWWKZE6D20HD06FB,2025-03-25T14:45:05.793749-04:00,01JQ79Y8PJST7QB1M8202DBK6X,2025-03-25T14:45:05.793749-04:00,true,2025-03-25T14:45:08.154666-04:00
01JQ7A1HP674EY6HY61J7NJD8B,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:38.022111-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:38.022111-04:00,01JQ7A0X9VWHMG56DZZ6C8G0D3,2025-03-25T14:46:38.022111-04:00,01JQ7A13NMT5K3GGBH49X2R9PC,2025-03-25T14:46:38.022111-04:00,01JQ7A13PN8H2KD65PARJN7BRQ,2025-03-25T14:46:38.022111-04:00,true,2025-03-25T14:46:40.401643-04:00
01JQ7A1YYXQ4K5M9GTFA36PFHT,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:51.613358-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:51.613358-04:00,01JQ7A10KWPME05GFBECKEW81E,2025-03-25T14:46:51.613358-04:00,01JQ7A13NTETHXTVHDETC0MDAE,2025-03-25T14:46:51.613358-04:00,01JQ7A13Q79PHY2ZRGAHGK8W5W,2025-03-25T14:46:51.613358-04:00,true,2025-03-25T14:46:56.762873-04:00
01JQ7A1NYDAM1W7AZVGYAS01BB,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:42.381659-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:42.381659-04:00,01JQ7A10KWPME05GFBECKEW81E,2025-03-25T14:46:42.381659-04:00,01JQ7A13NNXDDMY0VT01NFZY9J,2025-03-25T14:46:42.381659-04:00,01JQ7A13PVRD0JNH18TSDKDTK9,2025-03-25T14:46:42.381659-04:00,true,2025-03-25T14:46:46.368723-04:00
01JQ7BVS2P1PJD0KQHRMC87V1G,01JQ7BTTHVBN8JNB2D20AFDYKY,2025-03-25T15:18:26.134753-04:00,01JQ7BTTJQ4XSVZYVHZS1KYSFX,2025-03-25T15:18:26.134753-04:00,01JQ7BVGK7FDRWHRTPF6J6NZNP,2025-03-25T15:18:26.134753-04:00,01JQ7BVRRYNY53BSQZJSTJYJQT,2025-03-25T15:18:26.134753-04:00,01JQ7BVRT74JY6BW4A8FQ2ZDE1,2025-03-25T15:18:26.134753-04:00,,
01JQ7G2A0V1FV9WW1M29NYGQR1,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:31:54.395361-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:31:54.395361-04:00,01JQ7FTNWNRWVJF0C71QHTPX36,2025-03-25T16:31:54.395361-04:00,01JQ7FVRAPN0ASDDR62PYM6C05,2025-03-25T16:31:54.395361-04:00,01JQ7FVRBZ0SE8M6G6RTWKADQF,2025-03-25T16:31:54.395361-04:00,true,2025-03-25T16:33:13.206643-04:00
01JQ79YE65G8EV6DFHZH9AR93C,01JQ79XPF0N0KBE52WAZ8EFWQ1,2025-03-25T14:44:56.133095-04:00,01JQ79XPFX87YKRPHCRC8PANME,2025-03-25T14:44:56.133095-04:00,01JQ79Y5Z9AV7N532FHFK18J6P,2025-03-25T14:44:56.133095-04:00,01JQ79Y8NG0TWTP9KYJAY2GZEV,2025-03-25T14:44:56.133095-04:00,01JQ79Y8P5HABW9NQ2WWY9EP2H,2025-03-25T14:44:56.133095-04:00,true,2025-03-25T14:45:01.256852-04:00
01JQ7CGEGDCGTBBR1N3612NY71,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:29:43.437861-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:29:43.437861-04:00,01JQ7CB5KKV66CPJKXCAAKCGMZ,2025-03-25T15:29:43.437861-04:00,01JQ7CBAHMKE462R5PVAM24FY7,2025-03-25T15:29:43.437861-04:00,01JQ7CBAKHEGPP0KE6R3HX67AR,2025-03-25T15:29:43.437861-04:00,true,2025-03-25T15:29:46.063754-04:00
01JQ7G56WFG5J82GP4ZT8DR2ZH,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:33:29.487626-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:33:29.487626-04:00,01JQ7FTHPPEHZ4M8BMHV3Z7F8T,2025-03-25T16:33:29.487626-04:00,01JQ7FVRAR2CR182W0MJM32KRM,2025-03-25T16:33:29.487626-04:00,01JQ7FVRE1V6CMYK0X2AKTSD2Q,2025-03-25T16:33:29.487626-04:00,true,2025-03-25T16:33:35.987801-04:00
01JQ79Y8VF1R1PGXT4G7VD447E,01JQ79XPF0N0KBE52WAZ8EFWQ1,2025-03-25T14:44:50.671413-04:00,01JQ79XPFX87YKRPHCRC8PANME,2025-03-25T14:44:50.671413-04:00,01JQ79Y1F0X93MREKSK42WK57A,2025-03-25T14:44:50.671413-04:00,01JQ79Y8NFMAQ3WSS01AKNRG97,2025-03-25T14:44:50.671413-04:00,01JQ79Y8NXKMP9K4MQ4QXW56KY,2025-03-25T14:44:50.671413-04:00,true,2025-03-25T14:44:53.801595-04:00
01JQ79YE65G8EV6DFHZVMR4ND5,01JQ79XPF0N0KBE52WAZ8EFWQ1,2025-03-25T14:44:56.133341-04:00,01JQ79XPFX87YKRPHCRC8PANME,2025-03-25T14:44:56.133341-04:00,01JQ79Y1F0X93MREKSK42WK57A,2025-03-25T14:44:56.133341-04:00,01JQ79Y8NG0TWTP9KYJAY2GZEV,2025-03-25T14:44:56.133341-04:00,01JQ79Y8P5HABW9NQ2WWY9EP2H,2025-03-25T14:44:56.133341-04:00,true,2025-03-25T14:44:58.812143-04:00
01JQ7A1NYEFM5YFWX011KD8MGE,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:42.38214-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:42.38214-04:00,01JQ7A0X9VWHMG56DZZ6C8G0D3,2025-03-25T14:46:42.38214-04:00,01JQ7A13NNXDDMY0VT01NFZY9J,2025-03-25T14:46:42.38214-04:00,01JQ7A13PVRD0JNH18TSDKDTK9,2025-03-25T14:46:42.38214-04:00,true,2025-03-25T14:46:44.32561-04:00
01JQ7FYMNZA4FKX2054YGR166F,01JQ7FQ2NW8TBJBD4E8V3J20KM,2025-03-25T16:29:54.23911-04:00,01JQ7FQ2PEP32XPZ2GZT60EAX1,2025-03-25T16:29:54.23911-04:00,01JQ7FTHPPEHZ4M8BMHV3Z7F8T,2025-03-25T16:29:54.23911-04:00,01JQ7FVRANRKJDM6DZPTYV11HY,2025-03-25T16:29:54.23911-04:00,01JQ7FVRBM62DV08TSCZ6R8GQ5,2025-03-25T16:29:54.23911-04:00,,
01JQ7A13XX0GE6EVR8WJEB68YB,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:23.933045-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:23.933045-04:00,01JQ7A10KWPME05GFBECKEW81E,2025-03-25T14:46:23.933045-04:00,01JQ7A13NKVBD44HBFJ9M67CXD,2025-03-25T14:46:23.933045-04:00,01JQ7A13P2B04G5PQBWWEZW98T,2025-03-25T14:46:23.933045-04:00,true,2025-03-25T14:46:28.678949-04:00
01JQ7A1HP674EY6HY620CJ6F6V,01JQ7A0HGKSWHCF12W9Z0CH5GR,2025-03-25T14:46:38.022414-04:00,01JQ7A0HH9Y8FJE56XT0N6YBKG,2025-03-25T14:46:38.022414-04:00,01JQ7A10KWPME05GFBECKEW81E,2025-03-25T14:46:38.022414-04:00,01JQ7A13NMT5K3GGBH49X2R9PC,2025-03-25T14:46:38.022414-04:00,01JQ7A13PN8H2KD65PARJN7BRQ,2025-03-25T14:46:38.022414-04:00,true,2025-03-25T14:46:42.297789-04:00
01JQ7CBATGV41QD6XCEYAPZW0V,01JQ7CAP9F5RDSTVZFFXT8M33J,2025-03-25T15:26:55.824708-04:00,01JQ7CAPABJM6AHEKSW4MBVQFS,2025-03-25T15:26:55.824708-04:00,01JQ7CB5KKV66CPJKXCAAKCGMZ,2025-03-25T15:26:55.824708-04:00,01JQ7CBAHEF77CKSAEDXFFAN0D,2025-03-25T15:26:55.824708-04:00,01JQ7CBAJ13H74S133A454AXPS,2025-03-25T15:26:55.824708-04:00,,
